match_id,date,season,team,opponent,home,corners,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
M2016150,2017-03-18,2016,team_27,team_16,0,2,0.231,0.675,0.428,0.255,0.311,0.295,0.61,0.291,0.73,0.224
M2016151,2017-03-20,2016,team_16,team_33,1,7,0.799,0.365,1.006,0.658,0.392,0.335,0.249,0.679,0.508,0.862
M2016151,2017-03-20,2016,team_33,team_16,0,8,0.463,0.423,0.324,0.449,0.917,0.483,0.658,0.807,0.425,0.499
M2016152,2017-03-21,2016,team_16,team_37,1,3,0.826,0.258,0.864,0.627,0.539,0.438,0.472,0.263,0.288,0.506
M2016152,2017-03-21,2016,team_37,team_16,0,11,0.335,0.417,0.239,0.271,0.299,0.048,0.14,0.424,0.35,0.393
M2016153,2017-03-23,2016,team_16,team_51,1,9,0.854,0.282,0.922,0.589,0.232,0.424,0.037,0.651,0.352,0.877
M2016153,2017-03-23,2016,team_51,team_16,0,2,0.408,0.614,0.723,0.187,0.44,0.151,0.125,0.366,-0.035,0.454
M2016154,2017-03-23,2016,team_16,team_55,1,7,0.703,0.357,1.121,0.672,0.421,0.433,0.546,0.269,0.203,0.715
M2016154,2017-03-23,2016,team_55,team_16,0,3,0.534,0.437,0.348,0.358,0.692,0.445,0.231,0.534,0.74,0.282
M2016155,2017-03-25,2016,team_17,team_18,1,6,0.594,0.335,0.496,0.726,0.377,0.631,0.109,0.311,0.734,1.089
M2016155,2017-03-25,2016,team_18,team_17,0,4,0.489,0.355,0.515,0.464,0.672,0.552,0.329,0.587,0.522,0.151
M2016156,2017-03-26,2016,team_17,team_19,1,6,0.723,0.286,0.452,0.881,0.157,0.296,0.314,0.373,0.449,0.984
M2016156,2017-03-26,2016,team_19,team_17,0,7,0.319,0.265,0.64,0.607,0.256,0.234,0.571,0.58,0.497,0.484
M2016157,2017-03-29,2016,team_17,team_20,1,2,0.965,0.336,0.455,0.869,0.28,0.107,0.323,0.309,0.358,0.899
M2016157,2017-03-29,2016,team_20,team_17,0,4,0.237,0.492,0.29,0.661,0.268,0.477,0.374,0.337,0.358,0.705
M2016158,2017-03-31,2016,team_17,team_27,1,2,0.76,0.411,0.545,0.812,0.435,0.295,0.31,0.366,0.692,0.954
M2016158,2017-03-31,2016,team_27,team_17,0,4,0.263,0.918,0.354,0.421,0.748,0.677,0.59,0.431,0.489,0.251
M2016159,2017-03-31,2016,team_17,team_33,1,7,0.594,0.365,0.339,0.905,0.2,0.651,0.384,0.513,0.433,0.856
M2016159,2017-03-31,2016,team_33,team_17,0,5,0.547,0.476,0.302,0.474,0.842,0.69,0.55,0.528,0.336,0.419
M2016160,2017-04-01,2016,team_17,team_37,1,5,0.633,0.341,0.62,0.862,0.196,0.533,0.287,0.358,0.965,1.092
M2016160,2017-04-01,2016,team_37,team_17,0,3,0.392,0.349,0.36,0.441,0.289,0.377,-0.044,0.389,0.648,0.502
M2016161,2017-04-02,2016,team_17,team_51,1,1,0.901,0.27,0.548,0.827,-0.031,0.344,0.08,0.438,0.442,1.091
M2016161,2017-04-02,2016,team_51,team_17,0,3,0.392,0.633,0.582,0.099,0.638,0.576,0.53,0.333,0.081,0.386
M2016162,2017-04-03,2016,team_17,team_55,1,6,0.742,0.149,0.414,0.742,0.161,0.452,0.229,0.435,0.483,1.136
M2016162,2017-04-03,2016,team_55,team_17,0,5,0.487,0.379,0.261,0.385,0.778,0.684,0.186,0.655,0.865,0.363
M2016163,2017-04-10,2016,team_18,team_19,1,6,0.331,0.345,0.575,0.673,0.594,0.417,0.381,0.545,0.617,0.161
M2016163,2017-04-10,2016,team_19,team_18,0,10,0.265,0.465,0.513,0.693,0.584,0.353,0.625,0.755,0.402,0.624
M2016164,2017-04-11,2016,team_18,team_20,1,6,0.22,0.297,0.626,0.605,0.569,0.41,0.351,0.423,0.663,0.075
M2016164,2017-04-11,2016,team_20,team_18,0,8,0.328,0.467,0.389,0.434,0.394,0.753,0.539,0.747,0.448,0.834
M2016165,2017-04-12,2016,team_18,team_27,1,8,0.413,0.353,0.5,0.633,0.52,0.814,0.131,0.258,0.673,0.135
M2016165,2017-04-12,2016,team_27,team_18,0,5,0.315,0.667,0.453,0.311,0.435,0.264,0.472,0.336,0.292,0.423
M2016166,2017-04-14,2016,team_18,team_33,1,3,0.408,0.592,0.625,0.511,0.589,0.446,0.715,0.257,0.781,0.105
M2016166,2017-04-14,2016,team_33,team_18,0,8,0.556,0.381,0.369,0.447,0.832,0.381,0.319,0.677,0.34,0.447
M2016167,2017-04-14,2016,team_18,team_37,1,8,0.489,0.433,0.757,0.531,0.73,0.665,0.569,0.631,0.453,0.102
M2016167,2017-04-14,2016,team_37,team_18,0,3,0.157,0.312,0.386,0.306,0.273,0.404,-0.23,0.602,0.579,0.452
M2016168,2017-04-15,2016,team_18,team_51,1,13,0.372,0.327,0.504,0.656,0.594,0.684,0.505,0.363,0.399,0.04
M2016168,2017-04-15,2016,team_51,team_18,0,4,0.547,0.524,0.666,0.229,0.765,0.348,0.459,0.229,-0.025,0.305
M2016169,2017-04-16,2016,team_18,team_55,1,6,0.299,0.616,0.688,0.537,0.6,0.524,0.362,0.75,0.572,0.104
M2016169,2017-04-16,2016,team_55,team_18,0,5,0.549,0.339,0.532,0.229,0.439,0.626,-0.003,0.658,0.735,0.311
M2016170,2017-04-16,2016,team_19,team_20,1,9,0.386,0.309,0.543,0.498,0.555,0.236,0.647,0.45,0.404,0.661
M2016170,2017-04-16,2016,team_20,team_19,0,4,0.308,0.738,0.279,0.419,0.538,0.649,0.374,0.659,0.492,0.654
M2016171,2017-04-17,2016,team_19,team_27,1,8,0.203,0.348,0.558,0.571,0.362,0.334,0.495,0.567,0.453,0.455
M2016171,2017-04-17,2016,team_27,team_19,0,8,0.32,0.595,0.524,0.41,0.611,0.393,0.746,0.472,0.72,0.363
M2016172,2017-04-18,2016,team_19,team_33,1,3,0.256,0.464,0.509,0.514,0.375,0.542,0.493,0.404,-0.015,0.512
M2016172,2017-04-18,2016,team_33,team_19,0,1,0.421,0.508,0.371,0.414,0.983,0.757,0.407,0.231,0.365,0.414
M2016173,2017-04-19,2016,team_19,team_37,1,9,0.414,0.404,0.473,0.527,0.542,0.224,0.682,0.515,0.327,0.477
M2016173,2017-04-19,2016,team_37,team_19,0,2,0.361,0.456,0.324,0.508,0.512,0.332,0.08,0.416,0.513,0.377
M2016174,2017-04-21,2016,team_19,team_51,1,8,0.287,0.361,0.822,0.543,0.391,0.389,0.361,0.563,0.212,0.551
M2016174,2017-04-21,2016,team_51,team_19,0,3,0.3,0.259,0.535,0.293,0.805,0.384,0.174,0.368,0.12,0.407
M2016175,2017-04-23,2016,team_19,team_55,1,6,0.486,0.527,0.571,0.655,0.449,0.328,0.505,0.414,0.22,0.682
M2016175,2017-04-23,2016,team_55,team_19,0,6,0.549,0.346,0.304,0.183,0.916,0.701,0.201,0.661,0.585,0.466
M2016176,2017-04-26,2016,team_20,team_27,1,6,0.544,0.405,0.372,0.592,0.439,0.447,0.334,0.134,0.367,0.805
M2016176,2017-04-26,2016,team_27,team_20,0,6,0.285,0.79,0.383,0.439,0.65,0.669,0.477,0.5,1.034,0.149
M2016177,2017-04-26,2016,team_20,team_33,1,5,0.386,0.701,0.173,0.302,0.636,0.49,0.564,0.655,0.448,0.699
M2016177,2017-04-26,2016,team_33,team_20,0,3,0.485,0.331,0.237,0.153,0.769,0.746,0.419,0.428,0.21,0.42
M2016178,2017-04-29,2016,team_20,team_37,1,6,0.419,0.586,0.178,0.373,0.696,0.568,0.432,0.515,0.217,0.649
M2016178,2017-04-29,2016,team_37,team_20,0,6,0.213,0.352,0.376,0.329,0.405,0.368,0.225,0.311,0.49,0.474
M2016179,2017-04-30,2016,team_20,team_51,1,7,0.484,0.412,0.439,0.393,0.666,0.467,0.49,0.499,0.473,0.676
M2016179,2017-04-30,2016,team_51,team_20,0,8,0.492,0.412,0.773,0.414,0.587,0.299,0.522,0.588,0.076,0.334
M2016180,2017-04-30,2016,team_20,team_55,1,8,0.335,0.559,0.247,0.469,0.587,0.445,0.327,0.365,0.76,0.762
M2016180,2017-04-30,2016,team_55,team_20,0,1,0.314,0.118,0.248,0.294,0.758,0.578,0.126,0.366,0.64,0.343
M2016181,2017-05-04,2016,team_27,team_33,1,6,0.198,0.619,0.495,0.211,0.573,0.178,0.694,0.47,0.82,0.255
M2016181,2017-05-04,2016,team_33,team_27,0,9,0.559,0.393,0.303,0.367,0.856,0.506,0.475,0.601,0.157,0.441
M2016182,2017-05-04,2016,team_27,team_37,1,9,0.255,0.682,0.587,0.223,0.727,0.755,0.639,0.46,0.938,0.36
M2016182,2017-05-04,2016,team_37,team_27,0,3,0.156,0.362,0.354,0.254,0.534,0.135,0.096,0.27,0.362,0.529
M2016183,2017-05-04,2016,team_27,team_51,1,12,0.228,0.547,0.467,0.335,0.683,0.415,0.829,0.725,0.747,0.242
M2016183,2017-05-04,2016,team_51,team_27,0,3,0.229,0.471,0.579,0.278,0.587,0.533,0.095,0.39,-0.013,0.594
M2016184,2017-05-04,2016,team_27,team_55,1,9,0.155,0.721,0.523,0.472,0.295,0.362,0.419,0.828,0.491,0.351
M2016184,2017-05-04,2016,team_55,team_27,0,5,0.573,0.308,0.217,0.508,0.583,0.405,0.286,0.186,0.965,0.318
M2016185,2017-05-05,2016,team_33,team_37,1,5,0.438,0.344,0.129,0.36,0.858,0.701,0.344,0.746,0.473,0.411
M2016185,2017-05-05,2016,team_37,team_33,0,4,0.292,0.45,0.355,0.389,0.105,0.226,0.082,0.362,0.382,0.475
M2016186,2017-05-07,2016,team_33,team_51,1,6,0.403,0.401,0.266,0.548,1.176,0.631,0.338,0.609,0.222,0.544
M2016186,2017-05-07,2016,team_51,team_33,0,9,0.478,0.416,0.716,0.221,0.848,0.213,0.394,0.737,-0.005,0.57
M2016187,2017-05-13,2016,team_33,team_55,1,6,0.486,0.452,0.432,0.551,0.868,0.493,0.428,0.262,0.295,0.456
M2016187,2017-05-13,2016,team_55,team_33,0,3,0.573,0.395,0.407,0.449,0.688,0.402,0.14,0.462,0.941,0.51
M2016188,2017-05-13,2016,team_37,team_51,1,6,0.386,0.524,0.28,0.378,0.343,0.286,-0.098,0.776,0.631,0.46
M2016188,2017-05-13,2016,team_51,team_37,0,4,0.43,0.475,0.711,0.168,0.769,0.26,0.48,0.397,0.171,0.397
M2016189,2017-05-14,2016,team_37,team_55,1,1,0.2,0.368,0.583,0.305,0.234,0.481,0.222,0.383,0.298,0.524
M2016189,2017-05-14,2016,team_55,team_37,0,5,0.744,0.499,0.23,0.264,0.384,0.535,0.089,0.531,0.959,0.217
M2016190,2017-05-15,2016,team_51,team_55,1,3,0.479,0.523,0.652,0.148,0.617,0.212,0.302,0.295,0.074,0.339
M2016190,2017-05-15,2016,team_55,team_51,0,3,0.666,0.508,0.446,0.353,0.74,0.339,0.122,0.345,0.743,0.449
M2017001,2017-08-11,2017,team_01,team_04,1,4,0.523,0.522,0.489,1.029,0.874,0.427,0.079,0.421,0.463,0.669
M2017001,2017-08-11,2017,team_04,team_01,0,6,0.536,0.105,0.387,0.709,0.132,0.636,0.349,0.569,0.709,0.471
M2017002,2017-08-15,2017,team_01,team_05,1,7,0.747,0.577,0.395,0.85,0.74,0.341,0.54,0.37,0.325,0.64
M2017002,2017-08-15,2017,team_05,team_01,0,12,0.417,0.585,0.468,0.768,0.448,0.32,0.627,0.591,0.792,0.362
M2017003,2017-08-16,2017,team_01,team_07,1,9,0.702,0.762,0.335,0.952,0.686,0.567,0.647,0.768,0.392,0.66
M2017003,2017-08-16,2017,team_07,team_01,0,4,0.786,0.428,0.375,0.735,0.601,0.824,0.272,0.348,0.368,0.621
M2017004,2017-08-17,2017,team_01,team_08,1,2,0.742,0.463,0.387,0.782,0.898,0.236,0.134,0.295,0.66,0.638
M2017004,2017-08-17,2017,team_08,team_01,0,4,0.316,0.404,0.534,0.176,-0.152,0.486,0.453,0.761,0.714,0.057
M2017005,2017-08-18,2017,team_01,team_09,1,6,0.746,0.616,0.423,0.827,0.866,0.041,0.255,0.639,0.578,0.787
M2017005,2017-08-18,2017,team_09,team_01,0,7,0.716,0.499,0.577,0.293,0.711,0.817,0.401,0.494,0.457,0.593
M2017006,2017-08-19,2017,team_01,team_10,1,1,0.716,0.452,0.348,0.952,0.708,0.283,0.438,0.083,0.597,0.522
M2017006,2017-08-19,2017,team_10,team_01,0,11,0.51,0.761,0.586,0.585,0.446,0.063,0.449,0.62,0.5,0.497
M2017007,2017-08-20,2017,team_01,team_13,1,2,0.686,0.417,0.514,0.908,0.692,0.374,0.362,0.762,0.43,0.532
M2017007,2017-08-20,2017,team_13,team_01,0,1,0.758,0.565,0.593,0.395,0.713,0.776,0.408,0.329,0.568,0.527
M2017008,2017-08-20,2017,team_01,team_15,1,8,0.5,0.545,0.516,0.848,0.637,0.479,0.281,0.623,0.304,0.542
M2017008,2017-08-20,2017,team_15,team_01,0,6,0.213,0.626,0.493,0.881,0.384,0.842,0.53,0.318,0.674,0.643
M2017009,2017-08-22,2017,team_01,team_16,1,3,0.527,0.667,0.497,0.787,0.69,0.476,0.177,0.458,0.335,0.681
M2017009,2017-08-22,2017,team_16,team_01,0,4,0.876,0.278,0.829,0.466,0.328,0.298,0.367,0.606,0.257,0.536
M2017010,2017-08-24,2017,team_01,team_17,1,7,0.647,0.5,0.605,0.867,0.648,0.425,0.495,0.41,0.487,0.629
M2017010,2017-08-24,2017,team_17,team_01,0,4,0.68,0.167,0.47,0.894,0.162,0.342,0.222,0.519,0.698,1.125
M2017011,2017-08-25,2017,team_01,team_18,1,5,0.95,0.6,0.417,0.856,0.958,0.505,0.219,0.67,0.392,0.717
M2017011,2017-08-25,2017,team_18,team_01,0,3,0.308,0.38,0.423,0.505,0.433,0.571,0.505,0.295,0.693,0.043
M2017012,2017-08-27,2017,team_01,team_19,1,7,0.695,0.485,0.472,0.685,0.865,0.364,0.285,0.438,0.472,0.72
M2017012,2017-08-27,2017,team_19,team_01,0,10,0.251,0.22,0.545,0.565,0.392,0.466,0.422,0.501,0.584,0.388
M2017013,2017-08-28,2017,team_01,team_20,1,11,0.67,0.514,0.545,0.773,0.813,0.222,0.397,0.634,0.315,0.609
M2017013,2017-08-28,2017,team_20,team_01,0,7,0.381,0.381,0.509,0.507,0.405,0.574,0.554,0.541,0.533,0.65
M2017014,2017-08-31,2017,team_01,team_27,1,5,0.814,0.505,0.404,0.829,0.398,0.438,0.271,0.3,0.167,0.576
M2017014,2017-08-31,2017,team_27,team_01,0,5,0.314,0.81,0.463,0.585,0.848,0.735,0.481,0.535,1.103,0.282
M2017015,2017-09-03,2017,team_01,team_33,1,3,0.66,0.498,0.396,0.77,0.707,0.156,0.224,0.363,0.78,0.67
M2017015,2017-09-03,2017,team_33,team_01,0,3,0.332,0.374,0.353,0.378,0.725,0.693,0.528,0.424,0.369,0.304
M2017016,2017-09-05,2017,team_01,team_41,1,10,0.687,0.406,0.394,0.95,1.015,0.426,0.366,0.856,0.302,0.546
M2017016,2017-09-05,2017,team_41,team_01,0,13,0.482,0.904,0.737,1.041,0.268,0.351,0.563,0.618,0.764,0.613
M2017017,2017-09-07,2017,team_01,team_48,1,10,0.643,0.461,0.381,0.787,0.884,0.544,0.344,0.418,0.098,0.662
M2017017,2017-09-07,2017,team_48,team_01,0,2,0.337,0.135,0.336,0.407,0.346,0.369,0.605,0.34,0.419,0.227
M2017018,2017-09-07,2017,team_01,team_51,1,4,0.649,0.639,0.436,0.83,0.87,0.423,0.434,0.539,0.286,0.659
M2017018,2017-09-07,2017,team_51,team_01,0,7,0.362,0.608,0.517,0.329,0.788,0.492,0.434,0.367,0.038,0.507
M2017019,2017-09-08,2017,team_01,team_54,1,11,0.522,0.36,0.398,0.878,0.594,0.552,0.192,0.855,0.31,0.804
M2017019,2017-09-08,2017,team_54,team_01,0,5,0.761,0.272,0.423,0.138,0.066,0.363,0.524,0.718,0.718,0.599
M2017020,2017-09-09,2017,team_04,team_05,1,4,0.824,0.292,0.522,0.772,0.217,0.577,0.346,0.527,0.594,0.527
M2017020,2017-09-09,2017,team_05,team_04,0,7,0.525,0.557,0.231,0.861,0.519,0.402,0.73,0.482,0.811,0.325
M2017021,2017-09-11,2017,team_04,team_07,1,4,0.821,0.241,0.378,0.84,0.114,0.367,0.283,0.492,0.191,0.468
M2017021,2017-09-11,2017,team_07,team_04,0,5,0.439,0.248,0.318,0.635,0.466,0.896,0.385,0.484,0.359,0.542
M2017022,2017-09-12,2017,team_04,team_08,1,12,0.572,0.196,0.359,0.736,0.416,0.568,0.606,0.545,0.759,0.516
M2017022,2017-09-12,2017,team_08,team_04,0,3,0.278,0.645,0.446,0.199,-0.224,0.699,0.582,0.348,0.901,0.103
M2017023,2017-09-12,2017,team_04,team_09,1,3,0.698,0.231,0.429,0.929,0.331,0.656,0.295,0.207,0.639,0.47
M2017023,2017-09-12,2017,team_09,team_04,0,3,0.707,0.623,0.437,0.572,0.717,1.053,0.359,0.721,0.642,0.357
M2017024,2017-09-15,2017,team_04,team_10,1,7,0.636,0.225,0.318,0.775,0.171,0.66,0.325,0.468,0.301,0.54
M2017024,2017-09-15,2017,team_10,team_04,0,4,0.49,0.627,0.528,0.556,0.033,0.004,0.642,0.326,0.553,0.599
M2017025,2017-09-16,2017,team_04,team_13,1,6,0.586,0.331,0.372,0.881,0.384,0.392,0.158,0.165,0.544,0.436
M2017025,2017-09-16,2017,team_13,team_04,0,3,0.742,0.531,0.737,0.432,0.808,0.317,0.267,0.576,0.741,0.751
M2017026,2017-09-18,2017,team_04,team_15,1,4,0.66,0.292,0.429,0.818,0.265,0.642,0.511,0.363,0.239,0.652
M2017026,2017-09-18,2017,team_15,team_04,0,5,0.141,0.554,0.533,0.93,0.181,0.92,0.521,0.231,0.715,0.805
M2017027,2017-09-20,2017,team_04,team_16,1,7,0.668,0.214,0.537,0.755,0.064,0.503,0.193,0.684,0.401,0.493
M2017027,2017-09-20,2017,team_16,team_04,0,3,0.901,0.281,0.812,0.573,0.503,0.546,0.604,0.308,0.342,0.966
M2017028,2017-09-21,2017,team_04,team_17,1,12,0.679,0.168,0.437,0.793,0.028,0.723,0.692,0.402,0.416,0.595
M2017028,2017-09-21,2017,team_17,team_04,0,6,0.706,0.351,0.5,0.908,0.24,0.269,0.034,0.35,0.654,1.068
M2017029,2017-09-24,2017,team_04,team_18,1,4,0.686,0.262,0.378,1.078,0.525,0.502,0.514,0.297,0.616,0.355
M2017029,2017-09-24,2017,team_18,team_04,0,7,0.553,0.444,0.444,0.562,0.501,0.256,0.497,0.76,0.26,0.048
M2017030,2017-09-24,2017,team_04,team_19,1,11,0.731,0.259,0.383,0.785,0.324,0.472,0.594,0.808,0.654,0.654
M2017030,2017-09-24,2017,team_19,team_04,0,2,0.387,0.399,0.603,0.627,0.621,0.439,0.191,0.121,0.464,0.639
M2017031,2017-09-25,2017,team_04,team_20,1,12,0.431,0.376,0.323,0.93,0.062,0.787,0.304,0.539,0.642,0.498
M2017031,2017-09-25,2017,team_20,team_04,0,6,0.368,0.443,0.173,0.416,0.493,0.534,0.542,0.201,0.691,0.688
M2017032,2017-09-25,2017,team_04,team_27,1,5,0.682,0.274,0.47,0.892,-0.039,0.24,0.284,0.315,0.458,0.512
M2017032,2017-09-25,2017,team_27,team_04,0,7,0.164,0.608,0.587,0.204,0.194,0.523,0.694,0.605,0.768,0.238
M2017033,2017-09-26,2017,team_04,team_33,1,9,0.69,0.207,0.588,0.792,0.27,0.691,0.336,0.593,0.535,0.582
M2017033,2017-09-26,2017,team_33,team_04,0,5,0.488,0.541,0.222,0.316,0.71,0.311,0.362,0.602,0.409,0.605
M2017034,2017-09-29,2017,team_04,team_41,1,1,0.762,0.237,0.353,0.604,0.188,0.619,0.199,0.177,0.601,0.465
M2017034,2017-09-29,2017,team_41,team_04,0,5,0.761,0.768,0.648,0.878,0.388,0.319,0.564,0.363,0.985,0.513
M2017035,2017-10-03,2017,team_04,team_48,1,8,0.71,0.385,0.38,0.877,0.436,0.576,0.498,0.69,0.489,0.351
M2017035,2017-10-03,2017,team_48,team_04,0,2,0.282,0.295,0.314,0.535,0.485,0.579,0.365,0.568,0.435,0.341
M2017036,2017-10-05,2017,team_04,team_51,1,2,0.684,0.196,0.311,0.712,0.145,0.531,0.194,0.222,0.472,0.423
M2017036,2017-10-05,2017,team_51,team_04,0,4,0.431,0.399,0.663,0.279,0.696,0.445,0.41,0.325,-0.103,0.311
M2017037,2017-10-11,2017,team_04,team_54,1,6,0.562,0.179,0.216,0.945,0.183,0.545,0.5,0.298,0.489,0.605
M2017037,2017-10-11,2017,team_54,team_04,0,3,0.824,0.633,0.486,0.183,0.286,0.38,0.703,0.43,0.57,0.589
M2017038,2017-10-12,2017,team_05,team_07,1,12,0.449,0.594,0.378,0.883,0.547,0.326,0.991,0.436,0.994,0.582
M2017038,2017-10-12,2017,team_07,team_05,0,2,0.734,0.551,0.267,0.701,0.675,1.014,0.458,0.325,0.154,0.632
M2017039,2017-10-16,2017,team_05,team_08,1,9,0.389,0.732,0.221,0.936,0.412,0.206,0.752,0.536,0.865,0.654
M2017039,2017-10-16,2017,team_08,team_05,0,8,0.558,0.539,0.402,0.169,-0.362,0.705,0.417,0.577,0.53,0.183
M2017040,2017-10-16,2017,team_05,team_09,1,6,0.646,0.548,0.196,0.804,0.411,0.427,0.61,0.189,0.776,0.338
M2017040,2017-10-16,2017,team_09,team_05,0,9,0.638,0.499,0.626,0.246,0.654,0.776,0.247,0.656,0.709,0.504
M2017041,2017-10-16,2017,team_05,team_10,1,9,0.53,0.643,0.323,0.8,0.689,0.271,0.843,0.409,0.47,0.623
M2017041,2017-10-16,2017,team_10,team_05,0,5,0.601,0.465,0.414,0.417,0.434,0.026,0.561,0.436,0.325,0.397
M2017042,2017-10-18,2017,team_05,team_13,1,6,0.543,0.541,0.143,0.69,0.32,0.307,0.67,0.584,0.738,0.534
M2017042,2017-10-18,2017,team_13,team_05,0,7,0.86,0.371,0.435,0.454,0.519,0.843,0.78,0.287,0.291,0.425
M2017043,2017-10-18,2017,team_05,team_15,1,12,0.532,0.547,0.423,0.96,0.479,0.577,0.51,0.234,0.726,0.677
M2017043,2017-10-18,2017,team_15,team_05,0,5,-0.029,0.459,0.512,0.984,0.222,0.793,0.558,0.702,0.695,0.832
M2017044,2017-10-20,2017,team_05,team_16,1,9,0.528,0.519,0.326,0.77,0.48,0.354,0.794,0.381,0.744,0.455
M2017044,2017-10-20,2017,team_16,team_05,0,2,1,0.299,0.891,0.666,0.576,0.487,0.523,0.381,0.295,0.73
M2017045,2017-10-26,2017,team_05,team_17,1,4,0.383,0.569,0.369,0.671,0.496,0.373,0.581,0.726,0.954,0.337
M2017045,2017-10-26,2017,team_17,team_05,0,5,0.897,0.387,0.629,0.816,0.328,0.074,0.399,0.375,0.617,1.288
M2017046,2017-10-27,2017,team_05,team_18,1,12,0.551,0.466,0.334,0.929,0.628,0.489,0.656,0.393,0.935,0.393
M2017046,2017-10-27,2017,team_18,team_05,0,1,0.444,0.653,0.562,0.589,0.32,0.463,0.538,0.354,0.353,0.155
M2017047,2017-10-27,2017,team_05,team_19,1,6,0.371,0.652,0.422,0.801,0.424,0.344,0.823,0.373,0.562,0.414
M2017047,2017-10-27,2017,team_19,team_05,0,3,0.447,0.458,0.702,0.23,0.293,0.624,0.452,0.241,0.137,0.42
M2017048,2017-10-27,2017,team_05,team_20,1,12,0.596,0.71,0.497,0.721,0.636,0.504,0.747,0.66,0.836,0.51
M2017048,2017-10-27,2017,team_20,team_05,0,5,0.227,0.71,0.267,0.599,0.577,0.593,0.753,0.242,0.276,0.771
M2017049,2017-10-29,2017,team_05,team_27,1,11,0.559,0.487,0.311,0.908,0.438,0.336,0.713,0.678,0.907,0.697
M2017049,2017-10-29,2017,team_27,team_05,0,13,0.385,0.46,0.489,0.389,0.679,0.307,0.932,0.561,0.907,0.316
M2017050,2017-10-29,2017,team_05,team_33,1,13,0.634,0.661,0.437,0.658,0.59,0.434,0.682,0.298,0.985,0.358
M2017050,2017-10-29,2017,team_33,team_05,0,6,0.414,0.37,0.355,0.3,1.019,0.532,0.529,0.528,0.662,0.396
M2017051,2017-10-30,2017,team_05,team_41,1,6,0.54,0.537,0.17,0.717,0.639,0.565,0.319,0.727,1.062,0.283
M2017051,2017-10-30,2017,team_41,team_05,0,1,0.678,1.057,0.824,1.124,0.373,0.559,0.479,0.249,0.837,0.303
M2017052,2017-10-31,2017,team_05,team_48,1,4,0.381,0.675,0.281,0.815,0.546,0.523,0.564,0.487,0.748,0.656
M2017052,2017-10-31,2017,team_48,team_05,0,3,0.465,0.332,0.42,0.518,0.549,0.635,0.944,0.552,0.387,0.339
M2017053,2017-11-01,2017,team_05,team_51,1,10,0.512,0.464,0.268,0.837,0.615,0.411,1.159,0.443,0.886,0.275
M2017053,2017-11-01,2017,team_51,team_05,0,4,0.269,0.569,0.638,0.142,0.547,0.388,0.341,0.382,0.188,0.284
M2017054,2017-11-03,2017,team_05,team_54,1,9,0.495,0.791,0.398,0.702,0.587,0.34,0.831,0.53,0.548,0.32
M2017054,2017-11-03,2017,team_54,team_05,0,4,1.095,0.508,0.319,0.264,0.074,0.568,0.584,0.393,0.685,0.506
M2017055,2017-11-05,2017,team_07,team_08,1,5,0.597,0.453,0.47,0.708,0.506,1.008,0.444,0.289,0.437,0.6
M2017055,2017-11-05,2017,team_08,team_07,0,6,0.423,0.454,0.283,0.259,-0.101,0.559,0.648,0.613,0.361,0.169
M2017056,2017-11-07,2017,team_07,team_09,1,3,0.595,0.505,0.458,0.604,0.315,1.001,0.199,0.36,0.283,0.609
M2017056,2017-11-07,2017,team_09,team_07,0,4,0.629,0.513,0.643,0.454,0.974,0.894,0.413,0.527,0.625,0.35
M2017057,2017-11-07,2017,team_07,team_10,1,4,0.58,0.518,0.157,0.75,0.595,0.821,0.475,0.618,0.213,0.663
M2017057,2017-11-07,2017,team_10,team_07,0,3,0.618,0.589,0.626,0.669,0.412,-0.034,0.584,0.186,0.206,0.473
M2017058,2017-11-09,2017,team_07,team_13,1,6,0.653,0.514,0.309,0.65,0.559,0.976,0.227,0.649,0.337,0.52
M2017058,2017-11-09,2017,team_13,team_07,0,4,0.726,0.378,0.543,0.426,0.432,0.475,0.628,0.452,0.577,0.542
M2017059,2017-11-09,2017,team_07,team_15,1,3,0.824,0.417,0.516,0.718,0.378,0.943,0.372,0.397,-0.266,0.769
M2017059,2017-11-09,2017,team_15,team_07,0,3,0.077,0.423,0.531,0.971,0.451,0.768,0.415,0.295,0.578,0.792
M2017060,2017-11-13,2017,team_07,team_16,1,7,0.666,0.457,0.214,0.753,0.668,0.92,0.331,0.249,0.306,0.478
M2017060,2017-11-13,2017,team_16,team_07,0,3,0.909,0.353,0.867,0.579,0.682,0.376,0.624,0.609,0.295,0.912
M2017061,2017-11-15,2017,team_07,team_17,1,4,0.543,0.485,0.287,0.666,0.587,0.972,0.407,0.533,0.066,0.617
M2017061,2017-11-15,2017,team_17,team_07,0,4,0.716,0.417,0.564,0.67,0.171,0.421,0.289,0.566,0.754,0.996
M2017062,2017-11-20,2017,team_07,team_18,1,10,0.798,0.552,0.209,0.64,0.309,0.722,0.143,0.628,0.214,0.652
M2017062,2017-11-20,2017,team_18,team_07,0,8,0.502,0.65,0.543,0.599,0.852,0.342,0.492,0.142,0.536,-0.051
M2017063,2017-11-21,2017,team_07,team_19,1,4,0.566,0.353,0.275,0.686,0.39,0.911,0.441,0.547,0.122,0.615
M2017063,2017-11-21,2017,team_19,team_07,0,7,0.356,0.306,0.654,0.476,0.296,0.513,0.519,0.651,0.371,0.592
